cliente_id,tipo_cliente,estado,superficie_m2,ocupantes,costo_energia_mxn
CLIENTE_2459,Residencial,Ciudad de México,45,2,377.38
CLIENTE_2460,Residencial,Puebla,24,3,263.11
CLIENTE_2461,Comercial,Guanajuato,24,2,230.09
CLIENTE_2462,Comercial,Ciudad de México,45,3,337.78
CLIENTE_2463,Residencial,Oaxaca,77,2,304.76
CLIENTE_2464,Residencial,Morelos,45,1,366.24
CLIENTE_2465,Residencial,Ciudad de México,24,2,215.35
CLIENTE_2466,Residencial,Hidalgo,24,1,364.12
CLIENTE_2467,Residencial,Chiapas,24,1,256.73
CLIENTE_2468,Residencial,Jalisco,17,1,327.29
CLIENTE_2469,Residencial,Guanajuato,45,4,403.03
CLIENTE_2470,Residencial,Ciudad de México,45,2,318.44
CLIENTE_2471,Residencial,Campeche,45,4,544.05
CLIENTE_2472,Comercial,Coahuila,45,4,471.47
CLIENTE_2473,Comercial,Quintana Roo,24,2,241.53
CLIENTE_2474,Comercial,Aguascalientes,24,1,304.42
CLIENTE_2475,Residencial,Puebla,45,4,568.21
CLIENTE_2476,Comercial,Jalisco,24,3,262.62
CLIENTE_2477,Residencial,Guanajuato,24,2,248.75
CLIENTE_2478,Comercial,Tamaulipas,24,2,253.92
CLIENTE_2479,Residencial,Tabasco,24,2,384.71
CLIENTE_2480,Comercial,Guanajuato,17,2,269.61
CLIENTE_2481,Residencial,Morelos,52,1,200.22
CLIENTE_2482,Comercial,Sonora,52,4,557.46
CLIENTE_2483,Comercial,Aguascalientes,24,3,335.96
CLIENTE_2484,Residencial,Aguascalientes,17,3,224.58
CLIENTE_2485,Residencial,Michoacán,45,3,391.67
CLIENTE_2486,Comercial,Guanajuato,24,3,318.14
CLIENTE_2487,Residencial,Michoacán,24,1,297.24
CLIENTE_2488,Comercial,Guerrero,17,2,274.09
CLIENTE_2489,Residencial,Aguascalientes,24,2,374.87
CLIENTE_2490,Residencial,Quintana Roo,45,4,445.47
CLIENTE_2491,Residencial,Coahuila,52,1,255.25
CLIENTE_2492,Residencial,Tlaxcala,24,2,223.4
CLIENTE_2493,Comercial,Tlaxcala,24,1,347.62
CLIENTE_2494,Residencial,Jalisco,17,3,315.7
CLIENTE_2495,Residencial,Chiapas,17,1,318.36
CLIENTE_2496,Residencial,Tamaulipas,77,2,242.14
CLIENTE_2497,Residencial,Chihuahua,45,2,326.57
CLIENTE_2498,Comercial,Campeche,45,2,348.88
CLIENTE_2499,Comercial,Morelos,45,3,269.34
CLIENTE_2500,Residencial,Colima,52,1,355.87
CLIENTE_2501,Comercial,Jalisco,52,1,267.56
CLIENTE_2502,Comercial,Tabasco,17,2,347.43
CLIENTE_2503,Residencial,Coahuila,24,1,206.07
CLIENTE_2504,Comercial,Tamaulipas,45,2,307.04
CLIENTE_2505,Residencial,Michoacán,24,1,388.7
CLIENTE_2506,Residencial,Zacatecas,77,3,390.98
CLIENTE_2507,Comercial,Colima,45,3,254.49
CLIENTE_2508,Residencial,Puebla,77,4,486.59
CLIENTE_2509,Comercial,Michoacán,24,1,211.77
CLIENTE_2510,Comercial,Zacatecas,52,3,369.93
CLIENTE_2511,Residencial,Quintana Roo,24,3,310.46
CLIENTE_2512,Comercial,San Luis Potosí,77,3,274.63
CLIENTE_2513,Residencial,Coahuila,24,2,221.5
CLIENTE_2514,Residencial,Chihuahua,45,1,384.26
CLIENTE_2515,Residencial,Guanajuato,45,1,302.97
CLIENTE_2516,Comercial,Tabasco,45,4,453.61
CLIENTE_2517,Residencial,Puebla,45,2,267.82
CLIENTE_2518,Residencial,Hidalgo,77,2,252.32
CLIENTE_2519,Comercial,Jalisco,45,3,316.92
CLIENTE_2520,Comercial,Tamaulipas,45,4,588.35
CLIENTE_2521,Comercial,Hidalgo,17,1,366.66
CLIENTE_2522,Residencial,Colima,52,2,289.33
CLIENTE_2523,Residencial,Aguascalientes,45,3,360.77
CLIENTE_2524,Residencial,Aguascalientes,45,1,282.07
CLIENTE_2525,Comercial,Puebla,17,3,248.75
CLIENTE_2526,Residencial,Colima,45,1,391.4
CLIENTE_2527,Residencial,Guanajuato,17,3,258.78
CLIENTE_2528,Comercial,Michoacán,17,1,262.66
CLIENTE_2529,Residencial,Guanajuato,45,4,600.82
CLIENTE_2530,Comercial,Tlaxcala,24,1,225.64
CLIENTE_2531,Comercial,Nuevo León,24,1,347.89
CLIENTE_2532,Comercial,Coahuila,45,1,382.09
CLIENTE_2533,Residencial,Tlaxcala,17,3,299.36
CLIENTE_2534,Residencial,Jalisco,24,2,199.99
CLIENTE_2535,Comercial,Chiapas,17,1,272.69
CLIENTE_2536,Comercial,Guanajuato,45,1,221.27
CLIENTE_2537,Comercial,Jalisco,45,4,481.35
CLIENTE_2538,Residencial,Tlaxcala,45,1,353.67
CLIENTE_2539,Comercial,Colima,24,1,285.11
CLIENTE_2540,Comercial,Morelos,17,3,283.78
CLIENTE_2541,Comercial,Morelos,17,2,308.14
CLIENTE_2542,Comercial,Nuevo León,45,2,313.01
CLIENTE_2543,Comercial,Jalisco,77,2,366.59
CLIENTE_2544,Residencial,Guerrero,24,3,259.65
CLIENTE_2545,Residencial,Morelos,24,2,359.82
CLIENTE_2546,Residencial,Tamaulipas,17,3,309.93
CLIENTE_2547,Residencial,Guanajuato,45,3,258.13
CLIENTE_2548,Residencial,Hidalgo,45,1,257.07
CLIENTE_2549,Residencial,Quintana Roo,45,4,469.87
CLIENTE_2550,Residencial,Michoacán,52,3,321.02
CLIENTE_2551,Residencial,Veracruz,45,4,442.74
CLIENTE_2552,Residencial,Jalisco,17,2,379.09
CLIENTE_2553,Comercial,Guanajuato,24,2,311.68
CLIENTE_2554,Comercial,Guanajuato,45,2,379.01
CLIENTE_2555,Residencial,Jalisco,45,1,208.54
CLIENTE_2556,Comercial,Colima,45,1,266.34
CLIENTE_2557,Residencial,Puebla,45,4,399.42
CLIENTE_2558,Residencial,Aguascalientes,45,4,451.36
CLIENTE_2559,Residencial,Guanajuato,52,1,367.69
CLIENTE_2560,Residencial,Campeche,45,3,206.64
CLIENTE_2561,Comercial,Guanajuato,45,4,485.53
CLIENTE_2562,Comercial,Aguascalientes,24,2,222.45
CLIENTE_2563,Residencial,Sonora,45,4,481.5
CLIENTE_2564,Residencial,Michoacán,77,4,569.39
CLIENTE_2565,Residencial,Colima,24,3,321.06
CLIENTE_2566,Residencial,Campeche,45,4,548.11
CLIENTE_2567,Residencial,San Luis Potosí,45,3,267.63
CLIENTE_2568,Residencial,Sonora,17,2,383.76
CLIENTE_2569,Comercial,Tabasco,45,1,337.9
CLIENTE_2570,Comercial,Sonora,17,2,281.81
CLIENTE_2571,Residencial,Tlaxcala,77,3,282.72
CLIENTE_2572,Comercial,Aguascalientes,52,3,378.75
CLIENTE_2573,Residencial,Coahuila,17,1,311.98
CLIENTE_2574,Residencial,Colima,17,3,337.33
CLIENTE_2575,Residencial,Nuevo León,45,3,280.86
CLIENTE_2576,Residencial,Hidalgo,24,2,243.16
CLIENTE_2577,Comercial,Michoacán,17,1,340.67
CLIENTE_2578,Residencial,Guanajuato,45,2,318.1
CLIENTE_2579,Residencial,Veracruz,24,2,297.31
CLIENTE_2580,Residencial,Michoacán,17,2,321.25
CLIENTE_2581,Residencial,Colima,52,3,240.16
CLIENTE_2582,Comercial,Ciudad de México,77,3,354.43
CLIENTE_2583,Residencial,Tamaulipas,45,4,592.15
CLIENTE_2584,Residencial,Chihuahua,52,1,373.39
CLIENTE_2585,Residencial,Guanajuato,24,3,262.24
CLIENTE_2586,Residencial,Jalisco,24,1,278.73
CLIENTE_2587,Residencial,Michoacán,24,2,357.24
CLIENTE_2588,Comercial,Aguascalientes,45,4,518.62
CLIENTE_2589,Residencial,Aguascalientes,77,2,306.43
CLIENTE_2590,Comercial,Tamaulipas,45,3,380.3
CLIENTE_2591,Comercial,Hidalgo,52,3,304.08
CLIENTE_2592,Comercial,Tabasco,45,4,501.9
CLIENTE_2593,Residencial,Guanajuato,24,1,207.71
CLIENTE_2594,Residencial,Quintana Roo,45,4,409.11
CLIENTE_2595,Residencial,Sonora,17,3,200.94
CLIENTE_2596,Comercial,Guerrero,17,3,377.72
CLIENTE_2597,Residencial,Hidalgo,45,4,479.71
CLIENTE_2598,Residencial,Tamaulipas,45,3,290.93
CLIENTE_2599,Residencial,Guerrero,45,2,364.46
CLIENTE_2600,Residencial,Hidalgo,45,4,521.55
CLIENTE_2601,Residencial,Aguascalientes,24,3,318.44
CLIENTE_2602,Residencial,Tlaxcala,45,4,456.42
CLIENTE_2603,Comercial,Michoacán,45,3,362.22
CLIENTE_2604,Residencial,Zacatecas,24,2,231.88
CLIENTE_2605,Residencial,Hidalgo,52,2,209.87
CLIENTE_2606,Residencial,Colima,45,4,434.57
CLIENTE_2607,Residencial,Puebla,45,2,251.75
CLIENTE_2608,Residencial,Michoacán,52,2,254.6
CLIENTE_2609,Comercial,Puebla,52,3,330.33
CLIENTE_2610,Residencial,Puebla,52,4,440.04
CLIENTE_2611,Comercial,Morelos,24,3,331.55
CLIENTE_2612,Residencial,Hidalgo,17,3,217.28
CLIENTE_2613,Residencial,Guerrero,24,1,228.23
CLIENTE_2614,Comercial,Morelos,24,2,298.79
CLIENTE_2615,Residencial,Ciudad de México,77,3,379.39
CLIENTE_2616,Residencial,Aguascalientes,45,3,367.23
CLIENTE_2617,Residencial,Ciudad de México,17,3,388.55
CLIENTE_2618,Residencial,Jalisco,17,2,326.42
CLIENTE_2619,Comercial,Oaxaca,24,2,331.36
CLIENTE_2620,Residencial,Jalisco,45,2,321.44
CLIENTE_2621,Comercial,Campeche,45,4,524.4
CLIENTE_2622,Comercial,Guanajuato,52,3,228.19
CLIENTE_2623,Residencial,Puebla,77,2,305.6
CLIENTE_2624,Comercial,Jalisco,24,3,274.82
CLIENTE_2625,Residencial,Guanajuato,24,1,285.84
CLIENTE_2626,Comercial,Jalisco,24,2,301.68
CLIENTE_2627,Residencial,Quintana Roo,24,2,224.54
CLIENTE_2628,Comercial,Aguascalientes,77,4,469.53
CLIENTE_2629,Residencial,Zacatecas,45,3,211.89
CLIENTE_2630,Residencial,Michoacán,45,2,390.68
CLIENTE_2631,Residencial,Jalisco,45,2,222.64
CLIENTE_2632,Comercial,Aguascalientes,17,3,249.96
CLIENTE_2633,Residencial,Morelos,17,3,373.43
CLIENTE_2634,Residencial,Zacatecas,45,3,293.7
CLIENTE_2635,Comercial,Colima,45,1,225.95
CLIENTE_2636,Comercial,Nuevo León,24,3,274.47
CLIENTE_2637,Comercial,Ciudad de México,45,2,222.11
CLIENTE_2638,Comercial,Aguascalientes,52,1,238.56
CLIENTE_2639,Comercial,Tamaulipas,45,4,405.5
CLIENTE_2640,Comercial,Coahuila,45,3,285.0
CLIENTE_2641,Residencial,Jalisco,45,1,356.9
CLIENTE_2642,Residencial,Ciudad de México,45,1,313.84
CLIENTE_2643,Comercial,Aguascalientes,45,2,317.83
CLIENTE_2644,Residencial,Tlaxcala,77,1,238.64
CLIENTE_2645,Residencial,Morelos,24,3,266.61
CLIENTE_2646,Residencial,Michoacán,45,1,364.42
CLIENTE_2647,Comercial,Jalisco,24,1,216.64
CLIENTE_2648,Residencial,Morelos,24,2,366.89
CLIENTE_2649,Residencial,Hidalgo,45,2,293.89
CLIENTE_2650,Residencial,Guanajuato,77,3,362.86
CLIENTE_2651,Residencial,Nuevo León,24,2,261.55
CLIENTE_2652,Residencial,Nuevo León,24,3,265.62
CLIENTE_2653,Residencial,Tamaulipas,24,3,346.14
CLIENTE_2654,Residencial,Quintana Roo,45,2,352.68
CLIENTE_2655,Comercial,Guanajuato,24,1,244.3
CLIENTE_2656,Residencial,Guanajuato,24,2,389.35
CLIENTE_2657,Comercial,Aguascalientes,45,1,215.99
CLIENTE_2658,Comercial,Aguascalientes,17,1,212.88
CLIENTE_2659,Residencial,Michoacán,45,4,518.7
CLIENTE_2660,Comercial,Michoacán,45,4,545.19
CLIENTE_2661,Residencial,Sonora,24,3,386.99
CLIENTE_2662,Comercial,Colima,45,4,479.03
CLIENTE_2663,Residencial,Jalisco,45,3,204.44
CLIENTE_2664,Comercial,Michoacán,45,2,317.15
CLIENTE_2665,Residencial,Hidalgo,45,1,256.04
CLIENTE_2666,Residencial,Hidalgo,24,2,283.97
CLIENTE_2667,Residencial,Aguascalientes,52,3,294.8
CLIENTE_2668,Comercial,Guanajuato,45,4,408.12
CLIENTE_2669,Comercial,Quintana Roo,24,1,294.35
CLIENTE_2670,Residencial,Tlaxcala,17,2,282.68
CLIENTE_2671,Residencial,Jalisco,17,2,338.54
CLIENTE_2672,Residencial,Jalisco,17,3,325.47
CLIENTE_2673,Comercial,Yucatán,45,3,235.64
CLIENTE_2674,Residencial,Colima,17,3,239.74
CLIENTE_2675,Comercial,Colima,24,3,248.48
CLIENTE_2676,Residencial,Colima,45,2,234.42
CLIENTE_2677,Residencial,Aguascalientes,24,3,327.75
CLIENTE_2678,Residencial,Zacatecas,45,3,393.53
CLIENTE_2679,Residencial,Nuevo León,45,2,326.76
CLIENTE_2680,Residencial,Nuevo León,24,2,317.87
CLIENTE_2681,Residencial,Guerrero,45,1,279.49
CLIENTE_2682,Comercial,Jalisco,45,2,260.49
CLIENTE_2683,Residencial,Colima,24,1,377.26
CLIENTE_2684,Residencial,Colima,24,3,388.59
CLIENTE_2685,Residencial,Sonora,45,4,498.14
CLIENTE_2686,Residencial,Aguascalientes,77,1,256.12
CLIENTE_2687,Residencial,Jalisco,45,1,349.79
CLIENTE_2688,Residencial,Morelos,24,3,225.34
CLIENTE_2689,Residencial,Ciudad de México,45,4,554.12
CLIENTE_2690,Residencial,Quintana Roo,45,3,359.29
CLIENTE_2691,Residencial,Chihuahua,45,4,420.7
CLIENTE_2692,Residencial,Chiapas,45,4,598.12
CLIENTE_2693,Residencial,Hidalgo,45,3,391.82
CLIENTE_2694,Residencial,Michoacán,52,1,382.28
CLIENTE_2695,Comercial,Oaxaca,45,2,296.29
CLIENTE_2696,Residencial,Jalisco,45,4,445.93
CLIENTE_2697,Comercial,Michoacán,24,2,313.08
CLIENTE_2698,Residencial,Aguascalientes,52,2,281.43
CLIENTE_2699,Comercial,Morelos,77,3,239.7
CLIENTE_2700,Comercial,Ciudad de México,17,3,282.19
CLIENTE_2701,Residencial,Guerrero,45,2,329.04
CLIENTE_2702,Comercial,Michoacán,24,3,213.33
CLIENTE_2703,Residencial,Jalisco,45,4,464.09
CLIENTE_2704,Residencial,Puebla,45,1,202.96
CLIENTE_2705,Comercial,Tamaulipas,17,1,345.76
CLIENTE_2706,Comercial,Chihuahua,52,4,528.12
CLIENTE_2707,Residencial,Colima,24,3,211.74
CLIENTE_2708,Residencial,Jalisco,45,2,387.75
CLIENTE_2709,Residencial,Michoacán,45,2,203.91
CLIENTE_2710,Residencial,Quintana Roo,24,1,314.6
CLIENTE_2711,Comercial,Tamaulipas,24,3,351.01
CLIENTE_2712,Residencial,Puebla,24,2,353.25
CLIENTE_2713,Residencial,Morelos,45,2,206.19
CLIENTE_2714,Residencial,Colima,45,4,583.45
CLIENTE_2715,Residencial,Tamaulipas,17,3,378.71
CLIENTE_2716,Residencial,Veracruz,17,3,309.05
CLIENTE_2717,Residencial,Hidalgo,17,2,293.55
CLIENTE_2718,Comercial,Guerrero,45,3,208.24
CLIENTE_2719,Comercial,Jalisco,45,3,309.17
CLIENTE_2720,Residencial,San Luis Potosí,17,3,279.38
CLIENTE_2721,Comercial,Michoacán,45,4,555.64
CLIENTE_2722,Comercial,Oaxaca,17,2,278.31
CLIENTE_2723,Comercial,Nuevo León,77,1,332.88
CLIENTE_2724,Residencial,Colima,77,3,219.3
CLIENTE_2725,Residencial,Guerrero,45,2,225.45
CLIENTE_2726,Residencial,Nuevo León,77,1,226.75
CLIENTE_2727,Residencial,Sonora,52,4,404.17
CLIENTE_2728,Residencial,Aguascalientes,52,2,305.14
CLIENTE_2729,Residencial,San Luis Potosí,45,4,560.04
CLIENTE_2730,Residencial,Aguascalientes,24,2,318.59
CLIENTE_2731,Comercial,Colima,24,2,311.68
CLIENTE_2732,Residencial,Sonora,24,1,332.31
CLIENTE_2733,Residencial,Nuevo León,45,2,265.77
CLIENTE_2734,Comercial,Tabasco,24,1,270.14
CLIENTE_2735,Comercial,Coahuila,24,3,260.83
CLIENTE_2736,Comercial,Colima,45,1,338.47
CLIENTE_2737,Comercial,Guerrero,24,2,231.04
CLIENTE_2738,Residencial,Tlaxcala,45,1,202.05
CLIENTE_2739,Comercial,Aguascalientes,77,2,315.82
CLIENTE_2740,Residencial,Coahuila,45,4,590.94
CLIENTE_2741,Residencial,Colima,45,3,318.4
CLIENTE_2742,Residencial,Puebla,45,1,352.26
CLIENTE_2743,Residencial,Aguascalientes,45,3,330.79
CLIENTE_2744,Residencial,Hidalgo,24,1,296.55
CLIENTE_2745,Residencial,Jalisco,52,2,339.68
CLIENTE_2746,Comercial,Aguascalientes,24,1,360.32
CLIENTE_2747,Residencial,Tlaxcala,17,3,243.35
CLIENTE_2748,Residencial,Guanajuato,45,1,265.09
CLIENTE_2749,Comercial,Ciudad de México,24,3,243.16
CLIENTE_2750,Residencial,Jalisco,24,3,287.74
CLIENTE_2751,Residencial,Tlaxcala,17,2,372.21
CLIENTE_2752,Comercial,Guanajuato,17,1,266.87
CLIENTE_2753,Residencial,Coahuila,24,3,272.57
CLIENTE_2754,Residencial,Guanajuato,17,2,367.38
CLIENTE_2755,Comercial,Hidalgo,45,4,502.02
CLIENTE_2756,Residencial,Michoacán,52,2,304.0
CLIENTE_2757,Residencial,Tlaxcala,24,2,367.46
CLIENTE_2758,Comercial,Yucatán,52,3,295.22
CLIENTE_2759,Comercial,Yucatán,24,1,332.5
CLIENTE_2760,Residencial,Ciudad de México,24,3,216.22
CLIENTE_2761,Residencial,Michoacán,24,2,234.35
CLIENTE_2762,Residencial,Coahuila,45,3,278.39
CLIENTE_2763,Residencial,Tlaxcala,45,3,296.06
CLIENTE_2764,Residencial,Michoacán,45,2,387.94
CLIENTE_2765,Residencial,Jalisco,45,1,388.89
CLIENTE_2766,Comercial,Guanajuato,45,2,365.6
CLIENTE_2767,Residencial,Ciudad de México,45,2,261.1
CLIENTE_2768,Residencial,Puebla,77,4,595.46
CLIENTE_2769,Residencial,Coahuila,24,3,334.02
CLIENTE_2770,Comercial,Colima,24,2,276.18
CLIENTE_2771,Residencial,Aguascalientes,45,3,336.41
CLIENTE_2772,Residencial,Aguascalientes,45,2,202.73
CLIENTE_2773,Comercial,Morelos,24,2,228.04
CLIENTE_2774,Residencial,Hidalgo,24,1,361.38
CLIENTE_2775,Residencial,Ciudad de México,45,4,529.11
CLIENTE_2776,Residencial,Nuevo León,45,4,470.52
CLIENTE_2777,Residencial,Ciudad de México,24,2,297.2
CLIENTE_2778,Residencial,Tabasco,77,1,376.12
CLIENTE_2779,Residencial,Chiapas,45,2,322.73
CLIENTE_2780,Residencial,Jalisco,45,2,277.17
CLIENTE_2781,Residencial,Aguascalientes,45,2,222.98
CLIENTE_2782,Comercial,Tamaulipas,52,1,256.8
CLIENTE_2783,Comercial,Tabasco,17,3,390.41
CLIENTE_2784,Comercial,Coahuila,24,1,284.85
CLIENTE_2785,Comercial,Oaxaca,45,2,291.57
CLIENTE_2786,Residencial,Michoacán,45,3,296.78
CLIENTE_2787,Comercial,Hidalgo,17,2,372.02
CLIENTE_2788,Residencial,Zacatecas,77,1,317.34
CLIENTE_2789,Comercial,Nuevo León,45,1,334.86
CLIENTE_2790,Comercial,Aguascalientes,24,3,275.5
CLIENTE_2791,Comercial,Guanajuato,24,1,205.16
CLIENTE_2792,Comercial,Morelos,24,2,381.18
CLIENTE_2793,Residencial,Aguascalientes,45,3,384.71
CLIENTE_2794,Residencial,Guanajuato,77,4,592.34
CLIENTE_2795,Residencial,Colima,45,2,383.65
CLIENTE_2796,Residencial,Chihuahua,77,4,564.45
CLIENTE_2797,Residencial,Guerrero,52,3,333.07
CLIENTE_2798,Residencial,Tlaxcala,45,3,364.31
CLIENTE_2799,Comercial,Tlaxcala,45,2,316.69
CLIENTE_2800,Residencial,Tlaxcala,45,1,225.72
CLIENTE_2801,Comercial,Coahuila,45,2,275.84
CLIENTE_2802,Comercial,Chihuahua,17,1,389.04
CLIENTE_2803,Comercial,Oaxaca,45,1,268.01
CLIENTE_2804,Comercial,Puebla,17,2,368.83
CLIENTE_2805,Residencial,Coahuila,52,3,217.7
CLIENTE_2806,Comercial,Sonora,52,2,264.71
CLIENTE_2807,Comercial,Colima,24,3,267.98
CLIENTE_2808,Residencial,Tabasco,24,1,209.57
CLIENTE_2809,Residencial,Hidalgo,45,3,222.76
CLIENTE_2810,Comercial,Nuevo León,45,2,237.2
CLIENTE_2811,Residencial,Tlaxcala,24,3,362.98
CLIENTE_2812,Residencial,Sonora,45,1,211.89
CLIENTE_2813,Comercial,Chihuahua,24,1,257.79
CLIENTE_2814,Residencial,Colima,17,3,201.48
CLIENTE_2815,Residencial,Morelos,17,1,335.24
CLIENTE_2816,Comercial,Aguascalientes,17,1,320.53
CLIENTE_2817,Residencial,Puebla,45,3,325.36
CLIENTE_2818,Residencial,Zacatecas,77,1,272.54
CLIENTE_2819,Residencial,Oaxaca,45,4,438.06
CLIENTE_2820,Residencial,Guanajuato,45,4,544.69
CLIENTE_2821,Comercial,Tlaxcala,17,3,357.77
CLIENTE_2822,Residencial,Ciudad de México,45,4,423.55
CLIENTE_2823,Residencial,Colima,17,3,294.5
CLIENTE_2824,Residencial,Michoacán,45,1,248.03
CLIENTE_2825,Residencial,Aguascalientes,77,3,232.29
CLIENTE_2826,Comercial,Campeche,24,1,342.8
CLIENTE_2827,Comercial,Veracruz,45,1,304.49
CLIENTE_2828,Residencial,Hidalgo,17,1,241.68
CLIENTE_2829,Residencial,Michoacán,24,2,260.0
CLIENTE_2830,Residencial,Coahuila,17,1,388.13
CLIENTE_2831,Residencial,Morelos,24,3,365.1
CLIENTE_2832,Comercial,Guanajuato,24,3,371.22
CLIENTE_2833,Residencial,Tlaxcala,24,3,289.26
CLIENTE_2834,Residencial,Tabasco,45,2,321.21
CLIENTE_2835,Residencial,Morelos,24,2,273.03
CLIENTE_2836,Comercial,Guanajuato,45,3,214.66
CLIENTE_2837,Comercial,Colima,77,3,277.74
CLIENTE_2838,Residencial,Michoacán,45,4,518.4
CLIENTE_2839,Comercial,Puebla,24,2,255.51
CLIENTE_2840,Residencial,Campeche,24,3,364.95
CLIENTE_2841,Residencial,Michoacán,52,1,228.99
CLIENTE_2842,Comercial,Michoacán,45,1,271.13
CLIENTE_2843,Comercial,Coahuila,45,3,223.86
CLIENTE_2844,Comercial,Aguascalientes,17,1,278.5
CLIENTE_2845,Residencial,Quintana Roo,45,4,402.91
CLIENTE_2846,Residencial,Michoacán,24,3,252.7
CLIENTE_2847,Comercial,Campeche,77,2,277.7
CLIENTE_2848,Residencial,Michoacán,52,3,292.79
CLIENTE_2849,Residencial,Coahuila,17,2,305.6
CLIENTE_2850,Residencial,Sonora,45,4,451.93
CLIENTE_2851,Comercial,Ciudad de México,24,1,301.57
CLIENTE_2852,Residencial,Aguascalientes,45,1,298.83
CLIENTE_2853,Residencial,Guanajuato,52,1,261.21
CLIENTE_2854,Comercial,Morelos,45,4,567.57
CLIENTE_2855,Residencial,Aguascalientes,24,3,305.98
CLIENTE_2856,Residencial,Guanajuato,24,2,264.33
CLIENTE_2857,Residencial,Aguascalientes,52,2,384.37
CLIENTE_2858,Residencial,Ciudad de México,45,4,570.68
CLIENTE_2859,Residencial,Coahuila,45,4,599.34
CLIENTE_2860,Residencial,Puebla,24,1,334.59
CLIENTE_2861,Comercial,Coahuila,24,1,273.3
CLIENTE_2862,Residencial,Tlaxcala,77,4,453.15
CLIENTE_2863,Comercial,Nuevo León,45,2,328.93
CLIENTE_2864,Residencial,Colima,45,3,390.87
CLIENTE_2865,Residencial,Hidalgo,45,4,525.2
CLIENTE_2866,Residencial,Guerrero,45,1,371.53
CLIENTE_2867,Residencial,Tlaxcala,24,3,263.72
CLIENTE_2868,Comercial,Puebla,24,1,278.92
CLIENTE_2869,Residencial,Tlaxcala,45,1,376.35
CLIENTE_2870,Residencial,Chihuahua,45,3,347.21
CLIENTE_2871,Comercial,Campeche,45,3,391.02
CLIENTE_2872,Comercial,Coahuila,52,3,350.66
CLIENTE_2873,Comercial,Oaxaca,24,3,287.01
CLIENTE_2874,Residencial,Campeche,17,2,303.13
CLIENTE_2875,Comercial,Aguascalientes,77,2,375.21
CLIENTE_2876,Residencial,Colima,45,1,307.15
CLIENTE_2877,Residencial,Aguascalientes,45,1,249.32
CLIENTE_2878,Residencial,Hidalgo,45,4,485.41
CLIENTE_2879,Residencial,Aguascalientes,45,1,300.24
CLIENTE_2880,Residencial,Tamaulipas,24,2,218.39
CLIENTE_2881,Residencial,Coahuila,45,4,549.59
CLIENTE_2882,Comercial,Aguascalientes,52,4,417.43
CLIENTE_2883,Residencial,Jalisco,45,3,278.5
CLIENTE_2884,Residencial,Tabasco,45,4,562.25
CLIENTE_2885,Residencial,Tamaulipas,17,1,290.74
CLIENTE_2886,Comercial,Chiapas,17,2,363.81
CLIENTE_2887,Residencial,Ciudad de México,24,1,266.23
CLIENTE_2888,Residencial,Ciudad de México,24,2,386.35
CLIENTE_2889,Comercial,Puebla,77,3,240.39
CLIENTE_2890,Comercial,Michoacán,45,2,206.95
CLIENTE_2891,Residencial,Puebla,45,3,369.74
CLIENTE_2892,Comercial,Aguascalientes,45,1,346.29
CLIENTE_2893,Comercial,Yucatán,24,3,244.76
CLIENTE_2894,Comercial,Aguascalientes,77,4,599.75
CLIENTE_2895,Residencial,Colima,24,2,297.5
CLIENTE_2896,Comercial,Tabasco,17,1,385.09
CLIENTE_2897,Residencial,Colima,45,1,298.03
CLIENTE_2898,Residencial,Jalisco,52,2,291.57
CLIENTE_2899,Residencial,Ciudad de México,52,4,488.22
CLIENTE_2900,Residencial,Yucatán,17,3,264.86
CLIENTE_2901,Residencial,Michoacán,52,2,303.66
CLIENTE_2902,Comercial,Puebla,24,3,287.81
CLIENTE_2903,Residencial,Morelos,17,3,206.68
CLIENTE_2904,Residencial,Chiapas,52,1,250.31
CLIENTE_2905,Residencial,Tamaulipas,52,4,439.05
CLIENTE_2906,Residencial,San Luis Potosí,45,3,368.75
CLIENTE_2907,Comercial,Tamaulipas,45,4,519.38
CLIENTE_2908,Residencial,Guanajuato,52,1,348.54
CLIENTE_2909,Residencial,Hidalgo,45,2,386.19
CLIENTE_2910,Residencial,Michoacán,52,2,325.17
CLIENTE_2911,Residencial,Campeche,45,1,391.25
CLIENTE_2912,Residencial,Colima,77,1,260.34
CLIENTE_2913,Comercial,Aguascalientes,77,3,235.83
CLIENTE_2914,Comercial,Tamaulipas,17,1,278.2
CLIENTE_2915,Residencial,Chihuahua,52,2,291.38
CLIENTE_2916,Comercial,Tlaxcala,45,4,581.13
CLIENTE_2917,Comercial,Jalisco,24,1,308.75
CLIENTE_2918,Comercial,Coahuila,45,1,256.5
CLIENTE_2919,Residencial,Nuevo León,17,1,344.39
CLIENTE_2920,Residencial,Michoacán,45,3,298.19
CLIENTE_2921,Residencial,Colima,52,1,231.15
CLIENTE_2922,Comercial,Jalisco,24,3,312.06
CLIENTE_2923,Comercial,Ciudad de México,45,3,377.34
CLIENTE_2924,Residencial,Chihuahua,77,1,363.93
CLIENTE_2925,Residencial,Veracruz,45,4,516.88
CLIENTE_2926,Comercial,Tlaxcala,24,3,273.07
CLIENTE_2927,Comercial,Tabasco,45,1,216.49
CLIENTE_2928,Comercial,Campeche,45,2,291.16
CLIENTE_2929,Comercial,Guanajuato,45,4,551.3
CLIENTE_2930,Residencial,Morelos,52,2,269.8
CLIENTE_2931,Residencial,Campeche,45,3,245.44
